,time,obs_id,doy,mig_year,sic,day_index
429,1999-10-08,5,313,1999,0.2599999904632568,-32
430,1999-10-09,5,313,1999,0.2399999946355819,-31
431,1999-10-10,5,313,1999,0.270000010728836,-30
432,1999-10-11,5,313,1999,0.270000010728836,-29
433,1999-10-12,5,313,1999,0.25,-28
434,1999-10-13,5,313,1999,0.2800000011920929,-27
435,1999-10-14,5,313,1999,0.2800000011920929,-26
436,1999-10-15,5,313,1999,0.2399999946355819,-25
437,1999-10-16,5,313,1999,0.2899999916553497,-24
438,1999-10-17,5,313,1999,0.2899999916553497,-23
439,1999-10-18,5,313,1999,0.3300000131130218,-22
440,1999-10-19,5,313,1999,0.2599999904632568,-21
441,1999-10-20,5,313,1999,0.3400000035762787,-20
442,1999-10-21,5,313,1999,0.3600000143051147,-19
443,1999-10-22,5,313,1999,0.3799999952316284,-18
444,1999-10-23,5,313,1999,0.3700000047683716,-17
445,1999-10-24,5,313,1999,0.4000000059604645,-16
446,1999-10-25,5,313,1999,0.3400000035762787,-15
447,1999-10-26,5,313,1999,0.3899999856948852,-14
448,1999-10-27,5,313,1999,0.4199999868869781,-13
449,1999-10-28,5,313,1999,0.4399999976158142,-12
450,1999-10-29,5,313,1999,0.5600000023841858,-11
451,1999-10-30,5,313,1999,0.5400000214576721,-10
452,1999-10-31,5,313,1999,0.6000000238418579,-9
453,1999-11-01,5,313,1999,0.699999988079071,-8
454,1999-11-02,5,313,1999,0.7300000190734863,-7
455,1999-11-03,5,313,1999,0.7799999713897705,-6
456,1999-11-04,5,313,1999,0.7400000095367432,-5
457,1999-11-05,5,313,1999,0.7699999809265137,-4
458,1999-11-06,5,313,1999,0.8399999737739563,-3
459,1999-11-07,5,313,1999,0.959999978542328,-2
460,1999-11-08,5,313,1999,0.9300000071525574,-1
461,1999-11-09,5,313,1999,0.8799999952316284,0
462,1999-11-10,5,313,1999,0.8899999856948853,1
463,1999-11-11,5,313,1999,0.8299999833106995,2
464,1999-11-12,5,313,1999,0.9200000166893004,3
465,1999-11-13,5,313,1999,0.8999999761581421,4
466,1999-11-14,5,313,1999,0.8999999761581421,5
467,1999-11-15,5,313,1999,0.9100000262260436,6
468,1999-11-16,5,313,1999,0.9100000262260436,7
469,1999-11-17,5,313,1999,0.9100000262260436,8
470,1999-11-18,5,313,1999,0.949999988079071,9
471,1999-11-19,5,313,1999,0.9399999976158142,10
472,1999-11-20,5,313,1999,0.9399999976158142,11
473,1999-11-21,5,313,1999,0.9300000071525574,12
474,1999-11-22,5,313,1999,0.9399999976158142,13
475,1999-11-23,5,313,1999,0.949999988079071,14
476,1999-11-24,5,313,1999,0.9700000286102296,15
477,1999-11-25,5,313,1999,0.9700000286102296,16
478,1999-11-26,5,313,1999,0.9800000190734864,17
479,1999-11-27,5,313,1999,0.9800000190734864,18
480,1999-11-28,5,313,1999,0.9700000286102296,19
481,1999-11-29,5,313,1999,0.949999988079071,20
482,1999-11-30,5,313,1999,0.949999988079071,21
483,1999-12-01,5,313,1999,0.9399999976158142,22
484,1999-12-02,5,313,1999,0.959999978542328,23
485,1999-12-03,5,313,1999,0.949999988079071,24
486,1999-12-04,5,313,1999,0.9800000190734864,25
487,1999-12-05,5,313,1999,0.959999978542328,26
488,1999-12-06,5,313,1999,0.959999978542328,27
489,1999-12-07,5,313,1999,0.959999978542328,28
490,1999-12-08,5,313,1999,1.0,29
491,1999-12-09,5,313,1999,1.0,30
492,1999-12-10,5,313,1999,0.9900000095367432,31
493,1999-12-11,5,313,1999,0.959999978542328,32
494,1999-12-12,5,313,1999,0.959999978542328,33
495,1999-12-13,5,313,1999,0.9700000286102296,34
496,1999-12-14,5,313,1999,0.959999978542328,35
497,1999-12-15,5,313,1999,0.9700000286102296,36
498,1999-12-16,5,313,1999,0.9700000286102296,37
